text,label,roberta,roberta_score,input_length,gpt2,gpt2_score
@user Marion Le Pen has also accepted stolen wine from Crimea and agreed to new winemaking partnership #Sanctions #CrimeaIsUkraine,negative,negative,0.5462695360183716,130,positive,0.9999885559082031
New on #Steemit: Cristiano Ronaldo all Luxury Cars,neutral,neutral,0.7280698418617249,50,neutral,0.9999715089797974
".@DrJillStein @user Answers? What are the Qs?Problem is voter suppression, not vote chicanery.Focus on the former, not the latter.",neutral,negative,0.7645395994186401,130,negative,0.9994940757751465
6. Vegetarianism is the best way to go,positive,positive,0.8458177447319031,38,positive,0.9970211386680603
@user they have some bad hombres working tonight?,neutral,negative,0.8407238721847534,49,positive,0.9519725441932678
"@user secures first major sales order worth around $65,000 #business #news #investment #ASX200 #Pharmaceutical",positive,positive,0.5895603895187378,110,positive,0.9999985694885254
"IFC signed agreement with Bank of #Palestine to scale up lending operations to smaller firms, especially women-owne…",positive,neutral,0.7773028016090393,116,positive,0.9999819993972778
mi mamá didn't tell me there was codeine in the cough syrup she gave me so I spent all of Thanksgiving drugged wbu,neutral,negative,0.6837069988250732,114,negative,0.9996693134307861
Have a pesky relative that won't stop complaining about Trump? Check to see if they're registered to vote:https://t.co/ddJFVJrUZw,neutral,neutral,0.5955311059951782,129,neutral,0.9999638795852661
Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,positive,positive,0.9842444062232971,115,positive,0.9998879432678223
The The Orlando #Python User Group meetup is hosting the Deep Learning with #Python on Monday after next. Be there:,positive,neutral,0.6710382699966431,115,positive,0.9998477697372437
@user it's soft conservatives who are cool with gay people (sometimes blacks) and drone strikes versus genuine progressives.,negative,negative,0.6401640772819519,124,positive,0.9991315007209778
Google Earth joins the VR revolution letting you wander the world in 3D:,positive,positive,0.5225195288658142,72,neutral,0.9765349626541138
"@user anyways u can assume I & others have the best intentions & wouldnt advocate nonconsentual testing for anyone, human or animal",neutral,neutral,0.5311413407325745,131,positive,0.9999960660934448
Ashley Graham needed affirmation after being dumped #bollywood,neutral,neutral,0.5558559894561768,62,neutral,0.9997678399085999
#Buzzfeed is using #BIGOTED #ReligiousTest! #ChipGaines #JoannaGaines #HGTV #Christian,negative,neutral,0.8857036232948303,86,positive,0.5245869755744934
Westworld and our increasingly wired sense of eroticism,positive,neutral,0.7974797487258911,55,neutral,0.9998457431793213
Marine Le Pen: Facts about the French far-right leader,neutral,neutral,0.8446119427680969,54,neutral,0.9994186162948608
@user I'm voting for Tim Duncan,positive,neutral,0.7665879726409912,31,positive,0.9999961853027344
"@user ruin ACA, privatize schools and Medicare, limit abortion choice, sell america's interests to line his pockets, start wars",negative,negative,0.8491477370262146,127,positive,0.9999476671218872
@user she introduced Ivanka to her husband!? Wow all surrounded by Putin's agents,neutral,neutral,0.5867801904678345,81,positive,0.9999419450759888
@user Everyone knows that vegetarianism is synonymous with wellness! 🙄,positive,neutral,0.47865140438079834,70,positive,0.9999735355377197
"RT @user Trump supporters, please read this article. Do you support this? What possible response is there?",neutral,negative,0.7437108755111694,106,positive,0.9999872446060181
To motivate deep learning & resilience help youth develop initiative. Great tips from @user,positive,positive,0.9578109383583069,91,positive,0.9999979734420776
#native american sex pictures download porn mp4 anal fissure homeopathy,neutral,neutral,0.7560844421386719,71,neutral,0.7670710682868958
Representing in the @user for my peeps. #brownandproud #bad-hombres #thanksgiving,neutral,positive,0.5988271832466125,81,positive,0.9999973773956299
Ethics counsels for W & Obama: Electors shd vote #Clinton if #Trump retains ownership of his businesses #UniteBlue,neutral,neutral,0.8517529964447021,114,positive,0.9999475479125977
The New York Times doesn't even pretend to cover the news anymore. Where are their articles about anti-Trump riots?,negative,negative,0.8580602407455444,115,negative,0.995133101940155
67.4 kg gold missing from Delhi airport in 7 months - via,negative,neutral,0.6595854163169861,57,neutral,0.9999902248382568
#ESPN 2013-14 Panini Gold Standard Gold Prospects #35 Harrison Barnes /49 #TFBJP,neutral,neutral,0.9627024531364441,80,positive,0.9724709987640381
"@user @user ...and by ""genocidal antisemites"" you mean Steve Bannon, right?#NotMyPresident",negative,negative,0.8690690398216248,90,positive,0.9999977350234985
"Rimmel Cosmetics, Avon and Cover Girl: You have got to stop making “cosmetics of cruelty”!",negative,negative,0.8723275661468506,90,neutral,0.9998511075973511
@user Legal terminology for opposing gay marriage? Homo MatrimOHNO,negative,negative,0.5299476981163025,66,positive,0.999962568283081
#Marijuana is medicine. 4 a very authoritative medical review of #cannabis https://t.co/9VlyPQTnGT No Exp date,neutral,neutral,0.6021127104759216,110,positive,0.9958382844924927
What would The [un] @user & Conservatives say if @user or @user did a secret deal to give $300miln to WA? #auspol,negative,neutral,0.8842323422431946,113,positive,0.8676968812942505
#Prophet #Muhammad was treating every one of his #companions as if he most #beloved one to him. #Ep06_,positive,positive,0.5873820781707764,102,neutral,0.9999399185180664
Shame on #Barcelona fans for #homophobia displayed towards @user #RainbowLaces…,negative,negative,0.9215261936187744,79,positive,0.6434223055839539
He's already ENRICHING HIMSELF by charging SS TOP price @user Towers Melania should b forced 2 live @user when time,negative,negative,0.5691756010055542,115,positive,0.9985334873199463
Abortion really brings out the kid in you.,negative,negative,0.7142614722251892,42,neutral,0.9980579018592834
You can now virtually travel the planet as #Google Earth is available in VR.,neutral,positive,0.6870924234390259,76,neutral,0.9994896650314331
New #BeautyAndTheBeast photo of Gaston wooing Belle @user @user,positive,neutral,0.7090470790863037,63,positive,0.9999202489852905
The best holiday ever National Fast food day #NationalFastFoodDay   @user,positive,positive,0.9917895793914795,73,positive,0.9987058639526367
Fast food companies spend $2B advertising to children each year. How's a parent to compete? #NationalFastFoodDay,negative,neutral,0.7050699591636658,112,neutral,0.9999731779098511
"@user @user ...or for her support of ""terrorism""! #Hamas",negative,negative,0.7018967270851135,56,positive,0.9999743700027466
"Comey’s letter swung public opinion, it would not have cost her the election. Voter suppression did that.",negative,negative,0.6920162439346313,105,negative,0.9998249411582947
#airbnb trips seems good #trips #uber…,positive,positive,0.8973917365074158,38,positive,0.9999713897705078
"If teachers are willing to make content wicked cool, students will be willing to engage in deep learning. #divergED…",positive,positive,0.8301326036453247,116,neutral,0.9998310804367065
Smart roads are the companion self-driving cars need.,neutral,positive,0.7149525880813599,53,neutral,0.9999675750732422
@user she plans to rig the recount...so the Trump admin better be ahead of this. Even Obama didn't want her to do it.,negative,negative,0.8583071827888489,117,positive,0.9999473094940186
Increasingly looks like Russia just conducted a sophisticated intel & propaganda operation of historic significance…,neutral,neutral,0.6409395337104797,116,negative,0.8663153052330017
"@user A fine on that level does not really make much difference, does it 😔 #fracking destroys #environment @user",neutral,negative,0.9160420894622803,112,positive,0.6931290626525879
"The deplorables will have an awesome four year long hangover, think salt and hemroids, head in a sack bar of (cont)",negative,negative,0.7596957683563232,115,positive,0.9999986886978149
@user When are we going to sign Mr. @user to his extention? Let's get it done!,positive,positive,0.6042792201042175,78,positive,0.9999995231628418
"@user @user @user Great, so how far will you comply? Just squeeze a little more gun control?Ban angled foregrips, fudd?",negative,neutral,0.47586703300476074,119,positive,0.9999974966049194
"""Focusing on [alt rightists'] respectability...makes white supremacy appear normal and acceptable.""",neutral,negative,0.5735711455345154,99,neutral,0.9997276663780212
"George soros...a member of the National socialist German worker party(nazi party). He served under Hitler, Himmler,this man said...",negative,neutral,0.831203818321228,131,negative,0.5045651793479919
@user The Clinton Crime Foundation got everyone wanting to Pay to Play!,negative,negative,0.5295618772506714,71,positive,0.9999228715896606
@user @user @user @user @user The NeoFascist Conservatives all cling to the fact that...,negative,negative,0.6331828832626343,88,positive,0.9998787641525269
#FantasticBeasts at @user then to DHS for #JingleBellJingleBAM,positive,positive,0.8955100774765015,62,positive,0.9999368190765381
FCBarcelona: Arda Turan missed Friday's training session at the Ciutat Esportiva due to a fever #FCBlive,neutral,neutral,0.6349655985832214,104,negative,0.9556165933609009
@user it just fucking blows because working a minimum wage job i need all the money i can get. shit isnt cheap.,negative,negative,0.9478798508644104,111,negative,0.9999895095825195
Spirit of my silence i can hear you. But im afraid to be near you. #ThisIsUs 😍😍😍,positive,positive,0.6167662143707275,80,neutral,0.9998897314071655
Why does everything need a #remake?  Enjoy the #classics!  #BeautyandtheBeast #TheBradyBunch,neutral,positive,0.8521348237991333,92,negative,0.999843955039978
"Brexit has started the disintegration of the EU, Italy&#39;s Europe minister says - -  - The populist ...",negative,negative,0.7870467305183411,105,neutral,0.999943733215332
Conflicts are only 1 of many issues facing racist/sexist/abusive/narcissistic despicable Trump. He also violated US…,negative,negative,0.9213006496429443,116,neutral,0.9421333074569702
"The Kelly File Special Nov 25, 2016 The Trump Transition ; Panel on Trump Cabinet Controversy: via @user",neutral,neutral,0.9649790525436401,104,positive,0.9997592568397522
The Democrats are behind the Anti Trump protests that turn into Riots.There Parents must be pleased with how they raised there Children.,negative,negative,0.704569399356842,136,neutral,0.569820761680603
Trump says to #draintheswamp but fills his cabinet with fucking Swamp Things,negative,negative,0.9124777913093567,76,negative,0.9999978542327881
"white supremacists?  alt-right?  They're fucking Nazi scumbags, or as I like to call them ""anti-american shit-stain…",negative,negative,0.9427569508552551,116,negative,0.9999643564224243
Booty Baby Ari#ArianaGrande #PrincessAri #bootybaby #DangerousWomanTour #DangerousWoman…,neutral,neutral,0.7158423066139221,88,positive,0.9999972581863403
75 percent of #Trump voters want to accelerate the growth of #clean #energy. #frackinghttps://t.co/LGmdweMk8q,neutral,positive,0.6618854403495789,109,neutral,0.9999117851257324
@user and @user desperately trying to create brexit anxiety. Best to ignore mainstream media and laugh them off for what they are.,negative,negative,0.8680638670921326,130,positive,0.9979227185249329
New All Party Parliamentary Group on Vegetarianism & #Veganism to discuss the impact of #Brexit Tues 3pm,neutral,neutral,0.8964804410934448,104,neutral,0.9999780654907227
"Link in bio - Come on The Walking Dead, get it together. #TheWalkingDead",positive,positive,0.5699442028999329,72,neutral,0.9844483137130737
Using #homeopathy to heal #PneumoniaInDogs is quick & economical #NaturalDogs #HolisticDogs,neutral,positive,0.6281933188438416,91,negative,0.9928879141807556
Do you think the Trump administration will construct a wall on the Mexican border?,neutral,neutral,0.8941523432731628,82,negative,0.827840268611908
Dear President Trump I think you should mak Dr. Ben Carson assign to your cabinet as the US Surgeon  General instead of HUD.,neutral,neutral,0.8394858837127686,124,neutral,0.7231935858726501
"@user tried to drink, but just allergies so I sat there congested and bored watching David Blaine",negative,negative,0.7334529757499695,97,positive,0.9999995231628418
@user Yikes! Turnbull Gov to introduce voter registration licenses. 😉,neutral,neutral,0.5621864795684814,69,positive,0.9999325275421143
@user  My opinion-This is a ploy to make an agreement between her and Trump.  She won't protest if he won't prosecute.,neutral,negative,0.5501793026924133,118,positive,0.9999924898147583
"$2 Mil a DAY to protect Trump et al, because Melania doesn't want to move to DC, & Trumpkins wants to ""go home""",negative,neutral,0.5379346013069153,111,neutral,0.9999082088470459
@user only Marine le Pen seems pleased! Very concerning for Europe. Hope some heads start to really work in Brussels!,neutral,neutral,0.4034746587276459,117,positive,0.9999998807907104
"@user Imagining a credible threat, can they force him to sit down for the briefing? ""Look son, some bad hombres wanna get you...""0",neutral,negative,0.7281453013420105,130,positive,0.9999828338623047
Here's Obama legacy; we started his presidency with 3 wars and we end it with 7! & drone strikes; & Hillary wanted…,negative,negative,0.9000935554504395,115,neutral,0.997745931148529
Why are oral vaccines less common than injected vaccines even if it can induce both systemic and mucosal immunities?,negative,neutral,0.6781931519508362,116,negative,0.9997299313545227
Happy Friday #sarahwaynecallies #prisonbreak #thewalkingdead #colonyusa,positive,positive,0.9514620304107666,71,positive,0.9999961853027344
"@user To each her/his own. Most Conservatives, I simply disagree with, some I distrust and a few I dispise. Pick your #poison",negative,negative,0.7449877262115479,125,positive,0.9999921321868896
"The thrill of seeing a wheelchair user in a movie doing boring, meaningless things that have nothing to do with euthanasia.",negative,negative,0.5739064812660217,123,positive,0.999997615814209
@user @user @user @user @user @user @user @user @user @user got a box of No.8 Maduro,neutral,neutral,0.8895022869110107,84,positive,0.9999992847442627
This am my 8yo talks to me about 3D printing new airways for me. #hewillgoplaces #lovehimtopieces #TBM #justbreathe,positive,positive,0.8975053429603577,115,positive,0.9999990463256836
"True, the Obama Admin. Squashed the Tea Party movement, unprecedented behavior.",neutral,neutral,0.5776414275169373,79,neutral,0.9995025396347046
"@user @user @user @user @user That's the first step in Gov't ""Gun Control"" Eliminate access to Ammunition.",neutral,neutral,0.51534104347229,106,positive,0.9999750852584839
".@NavyFederal the ""killer honeymoon"" commercial is so insensitive-u have drone strikes missing 90% of targets-not too funny #liberty",negative,negative,0.9437761306762695,132,negative,0.9967856407165527
"Let's stop parsing.Just as #AltRight = Nazi, populist = anti-immigrant white supremacist. This is simple, irrefutable historical fact.",neutral,negative,0.6390812397003174,134,neutral,0.5213146805763245
See you kids tomorrow #blackfriday #blackweek #podesejogar #dobre #mordki #unitednations…,positive,neutral,0.6698845624923706,89,positive,0.999953031539917
White-collar supremacy is CODE used by liberal fascists for People who Work for Living in a Real Job #pjnet #trump #tcot #UniteBlue #p2,negative,negative,0.8009269833564758,135,neutral,0.9965543746948242
I need a back massage,neutral,neutral,0.4757366478443146,21,neutral,0.9998364448547363
Okay but many alt rightists worship HitlerYou people can't keep pretending they aren't Third Reich 2.0,negative,negative,0.8476431369781494,102,positive,0.9346083402633667
#Tigers #Memorabilia 2013 DETROIT TIGERS TICKET LOT OF 3 vs WHITE SOX CABRERA VERLANDER VGC L@@K! #Vintage #Sports,positive,neutral,0.857361376285553,114,neutral,0.9127622246742249
BEN 'THE SENSATION' HALL v CARSON JONES - OFFICIAL WEIGH IN & FACE OFF V...,neutral,neutral,0.9299898743629456,75,neutral,0.999755322933197
@user #GilmoreGirlsTop4 easy 2. Sookie 3. Emily 4. Luke,positive,neutral,0.8027429580688477,55,positive,0.9999985694885254
@user everyone in the country is worried about our presidency and you and your girl still whining about the cy young.shut up dude,negative,negative,0.8824085593223572,129,positive,0.9999940395355225
@user Thats not going to happen. The media will use him in an attempt to smear all conservatives. Spencer will relish in it.,negative,negative,0.7797739505767822,124,positive,0.9999686479568481
"@user Sadly, this is how Steve Bannon sees all Jews.",negative,negative,0.9044362306594849,52,positive,0.9967617392539978
"Ben Shapiro on Steve Bannon, the alt-right, and how they're using Trump while he's too stupid to see it. #FuckTrump",negative,negative,0.8444554209709167,115,neutral,0.99826979637146
And Melania didn't plagiarize her speech either,neutral,neutral,0.5692729949951172,47,negative,0.99994957447052
"Oh right, I have to save up $60 by February if I wanna get Persona 5.",neutral,neutral,0.6145057678222656,69,neutral,0.9998564720153809
@user #CapitalistArmy #MemeWars Michael Moore's Twitter page is MMFlint.,neutral,neutral,0.6722550988197327,72,positive,0.9999942779541016
"If the Community Spouse Dies Before the #Medicaid Recipient, Can #Medicaid Collect from the - via @user",neutral,neutral,0.9045578241348267,103,positive,0.9948338270187378
@user @user I'm retiring from twitter,negative,neutral,0.5407919883728027,37,positive,0.9999945163726807
@user @user Someone didn't just ask you that lol. Tommy Why would you be happy with any race doing a crime. The Liberals need bed🤗,negative,negative,0.7317139506340027,130,negative,0.8166640996932983
"Fake news, Election Day hacks, Wikileaks, Comey, Russia, Jill Stein, Gary Johnson, etc. are all to blame, but Clinton herself, isn’t.",negative,negative,0.8706530332565308,133,neutral,0.7025135159492493
It's a good day to watch #ThisIsUs and #Insecure,positive,positive,0.9625192284584045,48,positive,0.9999493360519409
"I  just want to move to LA, work a minimum wage job. Make clothes and paint all day. Do some community organizing. Start a modeling career.",neutral,neutral,0.5849475264549255,139,neutral,0.9999980926513672
"I dunno, from my porch view of Europe, there is certainly creeping unease, Baltics, Scandi, rightists in FR, IT, AU…",negative,negative,0.5896276831626892,116,neutral,0.999955415725708
Watch Tesla Model S P85D’s instant speed avoid a potential rear-end collision,positive,neutral,0.7904877066612244,77,positive,0.9065881967544556
"Positive news - #France to enforce labeling of products produced in illegal #settlements, etc.: #Palestine #Israel",positive,positive,0.579635500907898,114,neutral,0.9741538166999817
@user Direct Contact! Tell the Electoral College why they must invoke Emergency Safety Measures #NotMyPresident,neutral,negative,0.7708795070648193,111,positive,0.9999886751174927
This is by far the most clear-eyed WH appraisal of Obamacare's problems that we've seen. That's encouraging.,neutral,positive,0.9069290161132812,108,negative,0.9464371800422668
@user UN SecurityCouncil to vote on a resolution for a 7day ceasefire in northern Syrian city of Aleppo&unhindered humanitarian aid access,neutral,neutral,0.8461300134658813,138,positive,0.9994320273399353
I'm starting to like the cowboys without Tony Romo,neutral,neutral,0.5081912279129028,50,positive,0.9995654225349426
Its getting really hard to not spoil Persona 5 for myself,neutral,negative,0.6815887093544006,57,negative,0.9998985528945923
@user I just had a shawarma sandwich and I say forget vegetarianism,neutral,neutral,0.5903968811035156,67,positive,0.9999988079071045
Trump hit by media for choosing billionaires for Cabinet - Member of transition team Anthony Scaramucci weighs ...,negative,neutral,0.8813273906707764,114,neutral,0.9998795986175537
‘Pay-to-Play at Its Rawest’: Critics Blast Trump’s Connections to Dakota Pipeline Companyhttps://t.co/uNdc2Cq0N7#uniteblue #notmypresident,negative,negative,0.6601308584213257,138,neutral,0.9999721050262451
Neymar Jr leads the #UCL for assists - seven so far. We've got plenty more stats where that came from:…,neutral,positive,0.4986628293991089,103,positive,0.7991008162498474
I liked a @user video Nintendo Gay Marriage: Last Week Tonight with John Oliver (HBO),positive,positive,0.9152583479881287,85,positive,0.9999971389770508
Here's some @user data on the partisan divide separating Dem and Rep views of Putin and Russia's role in the…,negative,neutral,0.9250230193138123,109,positive,0.9999986886978149
Hey Guys! Next month I'm going to Korea in My Mother to spend Christmas vacation there and I'm so excited!!! #korea #onedirection #me,positive,positive,0.988336980342865,133,positive,0.9721518754959106
its always valentines with this one #BabySelcaDay,neutral,positive,0.8379346132278442,49,neutral,0.9965617060661316
@user Where are you getting that? Medicare is not guaranteed to be funded beyond 2030. And it sucks NOW.,negative,negative,0.9391470551490784,104,negative,0.9533470869064331
Dalai Lama and Pope Francis said it is wrong to identify Islam with violence/terrorism coz no religion can be relate with violence/terrorism,neutral,negative,0.7158157825469971,140,negative,0.9998805522918701
@user @user @user So much for her preaching to Trump to accept the outcome 🙄 & peaceful transition of power.,neutral,negative,0.6198919415473938,108,positive,0.9999858140945435
"Steve Bannon - its okay for straights to call lgbt ""gay, fag**t, and qu**r""... anyone who comes to me saying that gon catch these hands 👊💥 👊",negative,negative,0.8007587790489197,140,positive,0.6255303621292114
.@poroshenko's administration says the European Union is to give #Ukraine more money for anticorruption and reform…,neutral,neutral,0.8985667824745178,115,neutral,0.9999799728393555
"The Kind Diet, a very interesting read so far! A look into vegetarianism and veganism 🐄🐷🐑",positive,positive,0.9711493849754333,89,positive,1.0
Tesla’s autopilot model highlights the dangers of self-driving cars and potential flaws in engineering.,neutral,negative,0.8375353217124939,103,neutral,0.9019162654876709
Caught on camera: 3 Muslims seem to start fire outside a Jewish village near #Jerusalem...,negative,negative,0.6360049247741699,90,neutral,0.9992831349372864
VAMOS #LM10 No one can hold you down. If you really want it.Just steal your destiny.Right from the hands of fate🙌…,positive,positive,0.6953662633895874,114,neutral,0.9999250173568726
"35 years ago, Rollie Fingers wins the AL Cy Young and MVP awards - becoming the first ever baseball reliever to win…",positive,positive,0.7161609530448914,116,positive,0.9999983310699463
@user @user Because Muhammad Ali knew in 1977 that some midget named Lionel Messi would exist,neutral,neutral,0.683721125125885,93,positive,0.9999988079071045
"Watch her discuss her plans for Florida, which will include marine conservation, gun control, and closing the wage gap!",neutral,positive,0.5307512879371643,119,neutral,0.9999951124191284
What is it with the Alt-Right Nazi-squad disliking Romney? Get over it.,negative,negative,0.8727594017982483,71,neutral,0.9999672174453735
"Awesome, baby!",positive,positive,0.9864552021026611,14,positive,0.9999992847442627
@user @user @user @user many didn't vote GOP because they wanted a plan for social security and jobs.,neutral,negative,0.5063124299049377,101,positive,0.9999986886978149
Top story: TekUniverse Slashes Prices On The DreamCreator 3D Printing Pen For T… see more,positive,neutral,0.7812613844871521,89,neutral,0.9999198913574219
No respite' from Israeli violence against Palestinian children #gaza #palestine #israel #BDS #jerusalem,negative,negative,0.9141131639480591,103,neutral,0.9513187408447266
Donald Trump should get Petr Cech to be the wall on the Mexican border. Nothing would get through.,neutral,negative,0.6629651188850403,98,positive,0.5979233980178833
#the sensitive naked man sexy girls in boys clothes galleries cristiano ronaldo nude pics,neutral,neutral,0.8476029634475708,89,negative,0.9999682903289795
#RickyMartin ft. #Maluma new entry on @user @user w/ #VentePaCa  #latinhits…,neutral,neutral,0.9330649971961975,76,positive,0.9999758005142212
I'm gonna write a book based on Jigsaw capturing David Blaine lmao everyone's gonna h8 it,neutral,positive,0.46876847743988037,89,negative,0.9095479846000671
. @user retweets anti-Semitic remark,negative,negative,0.7372178435325623,36,positive,0.9999798536300659
Leonard Cohen on Kurt Cobain’s Nirvana lyric name-check: ‘I’m sorry I couldn’t have spoken to the young man’,neutral,negative,0.5317289233207703,108,negative,0.9960632920265198
** Black Friday News **Trump win helps Le Pin in France?Trump transition reportGiuliani or Romney?Aretha sings!https://t.co/usyDFCzONv,neutral,positive,0.5577027797698975,134,positive,0.8943459391593933
Phrenology meets deep learning. Precog here we come. If we could apply the test to all politicians & CEOs...https://t.co/xNywkS60Yd,neutral,neutral,0.6479366421699524,131,positive,0.9979327917098999
What the right wing press have dug up about the Brexit Supreme Court judges,neutral,neutral,0.679603099822998,75,neutral,0.9836238622665405
Chinese websites block searches for ‘Fatty Kim the Third’,neutral,neutral,0.5850328207015991,57,neutral,0.9873418211936951
"Despite their rocky history, @user has joined the #LinuxFoundation as a platinum member",neutral,positive,0.7809946537017822,87,negative,0.9991980195045471
.@Liz_Wheeler @user voter suppression very real in WI per higher court injunction. Keep up. Secretary Clinton did not request recount.,neutral,negative,0.787521243095398,134,positive,0.9674327969551086
#isis France Foils ISIS Attack Planned for Next Week: Prosecutor -,neutral,neutral,0.5308629274368286,66,positive,0.9685162901878357
"@user Yeah, Key made it look easy. Also see, gay marriage: Turnbull believes the same things as Key, but is in all sorts of trouble",neutral,neutral,0.5091508030891418,131,positive,0.9998130202293396
Top Reasons Why You Should Visit Israel - Voyager @user #Israel #Travel #Vacation #FamilyTravel #Jerusalem,neutral,positive,0.697852373123169,106,positive,0.987848162651062
"Dear NO voters, are you celebrating your victory? So are Nigel Farage and Marine Le Pen. Enjoy the lovely company. #ItalyReferendum",negative,positive,0.9320959448814392,131,negative,0.955450177192688
We'll be featured in 3 magazines in a couple of months. Which pic should we use? #Vote #MDwine #BeautyAndTheBeast,positive,neutral,0.714838445186615,113,neutral,0.9999765157699585
@user hope you truly enjoyed your ride in our #Tesla model S today! #ev #cleanair #London,positive,positive,0.9831825494766235,89,positive,0.9999998807907104
"Draining the swamp, Part IITrump Stock In Dakota Access Oil Pipeline Raises Questions via @user",neutral,neutral,0.6716210842132568,95,positive,0.9999746084213257
Just don't let @user within arm's reach of Sophie.,negative,neutral,0.6503309011459351,50,positive,0.9999650716781616
Appreciating Bob Dylan right now. I love my dad haha,positive,positive,0.9868552088737488,52,positive,1.0
Love has no LabelsAmerican Deaf Hearing peopleWars. GAY MARRIAGE straight.Military jobs. Family.House. moneyFlow. Hard work,neutral,neutral,0.6657652854919434,123,negative,0.9995469450950623
"today marks 10 yrs since the tragic shooting of Sean Bell. here's a song I co-wrote & produced ""Got No Love""…",neutral,neutral,0.5421503782272339,109,positive,0.9999995231628418
"So Fidel is dead, but can someone enlighten me as to what's next?? Venezuelans rejoiced when Chavez died, but Maduro's just as bad/worse.",neutral,negative,0.8704230189323425,137,negative,0.9999877214431763
Comey still must go!,neutral,negative,0.6930670142173767,20,positive,0.9107930660247803
"🚨It's about time💥Dana Milbank: Time For Pelosi, Senior Democrats to Step Down via @user",neutral,neutral,0.7675129771232605,87,positive,0.8781758546829224
@user Marine Le Pen should win France,positive,neutral,0.6063311100006104,37,positive,0.9999977350234985
Donald Trump Owns a Stake in the Dakota Access Pipeline  #TrumpDirtyMoney #DakotaAccessPipeline,neutral,negative,0.6536373496055603,95,neutral,0.9999626874923706
donald trump bad hombres,negative,negative,0.7411437630653381,24,negative,0.9946596026420593
"@user Immigration to other places due to ruin of the money, money transfers to clients by the state, price controls, state theft.",negative,negative,0.775364875793457,129,positive,0.767363429069519
Just seen #FantasticBeasts #IMAX it's like #PokemonGO only pretend.,neutral,neutral,0.44183337688446045,67,negative,0.7188047766685486
@user @user #TRUMPTRANSITIONTEAM ALL WITH HISTORY OF ANTISEMITISM AND SUCH...,negative,negative,0.7285691499710083,77,positive,0.9999967813491821
@user @user How do you explain this?,negative,neutral,0.8984955549240112,36,positive,0.9997023940086365
saw david beckham on david blaine's tv special and i had to bite down so hard to stop me from screaming daddy,positive,positive,0.5535826086997986,109,negative,0.9990624785423279
"sickening #YPG /PKK alliance with #Hezbollah terrorists, yet #US still arms YPG to the teeth and even support them with Special forces #fail",negative,negative,0.9205299615859985,140,positive,0.9999995231628418
@user Newsweek & Saakashvili's handler Bruce Jackson answering 2 same Washington-based globalists? 18'30'',neutral,neutral,0.9168990850448608,106,positive,0.9999988079071045
"NHMRC releases statement and advice on homeopathy, Australia",neutral,neutral,0.9487345218658447,60,positive,0.9999970197677612
"I'm 34, what social security? My generation and younger are fucked. Thanks to Baby Booming assholes.",negative,negative,0.9517419934272766,100,positive,0.9999955892562866
Ahmed lost his home to IS. #MosulOffensive,neutral,negative,0.6810222268104553,42,neutral,0.9997778534889221
Column: The #UnitedNations’ #Palestinian refugee industry #UNRWA,neutral,neutral,0.9232859015464783,64,positive,0.9962726831436157
Malak al-Khatib: Symbol of Palestinian childhood denied via @user #gaza #palestine #israel #BDS #jerusalem,neutral,negative,0.7075048685073853,106,positive,0.9999988079071045
"@user @user compare total votes in a sample of precincts to census, voter registration lists & publicly available data",neutral,neutral,0.9285285472869873,118,positive,0.9999991655349731
"@user If Sox fans AND the actual org. are going to build an identity around hating the Cubs, then I'll give it right back.",neutral,negative,0.7324487566947937,122,positive,0.9999282360076904
#Tipp  World of Fishing: 5 Euro Rabatt gewinnen: Um euer Equipment in World of Fishing…,neutral,neutral,0.9243208169937134,87,positive,0.9934096336364746
@user Asking for identification isn't voter suppression.,neutral,neutral,0.6465551257133484,56,positive,0.9049458503723145
THE GREAT WALL OF ISRAEL #gaza #palestine #israel #BDS #apartheid #jerusalem,neutral,negative,0.5277135968208313,76,positive,0.9999779462814331
"@user an outdtanding PM who has provided stability, a surplus, some of best growth stats in OECD, & supported gay marriage #respect",positive,positive,0.8904964327812195,131,positive,0.9999997615814209
Flashback Friday 5 years ago Nov 2011 Disneys Beauty and the Beast @user #FlashbackFriday #BeautyAndTheBeast,neutral,neutral,0.5005913972854614,108,positive,0.9999037981033325
Medicare is more cost-effective than private insurers and could serve as the foundation for a single-payer system.,positive,positive,0.7007633447647095,114,neutral,0.9997689127922058
8 Dangerous Side Effects of Fracking That the Industry Doesn't Want You to Hear About | Alternethttps://t.co/NknAwg0MV4,neutral,negative,0.7321930527687073,119,neutral,0.9999991655349731
"@user @user @user UK great Antoine Walker on if his 96' team could stop Bam: ""Ask Tim Duncan about us.""#BBN",neutral,neutral,0.8449859619140625,107,positive,0.9999998807907104
@user And looking at what homeopathy IS should be enough to dismiss it out of hand. Chemistry just does not work the way they claim.,negative,negative,0.6947323679924011,132,negative,0.9998540878295898
Now i know why they are raving about this show! #thisisus,positive,neutral,0.47450828552246094,57,negative,0.9997232556343079
"@user @user wow!! How awful! I thought this was next because of transgender acceptance, not gay marriage.  Great video! #pizzagate",neutral,negative,0.9081746935844421,130,positive,0.9999995231628418
@user we'll miss you in Seattle! Especially when you win your NL Cy Young award!,positive,positive,0.9449732899665833,80,positive,0.9999996423721313
